Отчёт о наладке оборудования;;;;;;;;
;;;;;;;;
№;;1;;;;;;
Дата;;18.09.2026 21:25:54;;;;;;
Организация;;ООО Интеллектуальные машины;;;;;;
;;;;;;;;
Описание объекта;;;;;;;;
Механизм;;Прим;;;;;;
Место установки;;Стоп;;;;;;
Тип устройства;;00004001 DExS.SMFCB v1.10.6.1 18.07.2022 www.intmash.ru;;;;;;
Серийный номер;;—;;;;;;
Версия ПО;;;;;;;;
Файл базы;;00004000.ini;;;;;;
Дата изменения базы;;17.09.2026 19:28:15;;;;;;
;;;;;;;;
Уставки параметров;;;;;;;;
№;Параметр;Регистр;Коэфф;Комментарий;HEX;Physical;Ед.Изм.;
p1;flash_error;r0000.0;1;ошибка целостности основного сектора с уставками;x0000;0;.;
p2;backup_error;r0000.1;1;ошибка целостности резервного сектора с уставками;x0000;0;.;
p3;fram_error;r0000.2;1;ошибка целостности основного сектора КП;x0000;0;.;
p4;frambckp_error;r0000.3;1;ошибка целостности резервного сектора КП;x0000;0;.;
p5;syncfail;r0000.4;1;ошибка синхронизации;x0000;0;.;
p6;LnkError;r0000.5;1;ошибка связи с подчиненными устройствами;x0000;0;.;
p9;Ready;r0000.8;1;устройство готово к работе;x0000;0;.;
p10;Run;r0000.9;1;работа устройства;x0000;0;.;
p11;OutOk;r0000.A;1;выходное напряжение достигло номинала;x0000;0;.;
p12;SoftStart;r0000.B;1;мягкий старт;x0000;0;.;
p13;Limit;r0000.C;1;Работа в ограничении по току;x0000;0;.;
p17;InMtzAlm;r0001.0;1;МТЗ по входному току;x0000;0;.;
p18;OutMtzAlm;r0001.1;1;МТЗ по току нагрузки;x0001;1;.;
p19;OverloadAlm;r0001.2;1;Перегрев выше допустимого;x0000;0;.;
p20;IinAsymAlm;r0001.3;1;Перекос по входному току;x0000;0;.;
p21;UinAsymAlm;r0001.4;1;Перекос по входному напряжению;x0000;0;.;
p22;UinFailAlm;r0001.5;1;Несоответсвие качества питающей сети;x0000;0;.;
p23;SyncFailAlm;r0001.6;1;Потеряна синхронизация с сетью;x0000;0;.;
p24;UoutMinAlm;r0001.7;1;Выходное напряжение ниже минимально допустимого;x0000;0;.;
p25;UoutMaxAlm;r0001.8;1;Выходное напряжение выше максимально допустимого;x0001;1;.;
p26;StartFailAlm;r0001.9;1;неудачный запуск устройства, низкое напряжение;x0000;0;.;
p27;InContAlm;r0001.A;1;Неисправен вводной контактор;x0000;0;.;
p33;DI0_Start;r0002.F;1;кнопка Старт;x0000;0;.;
p34;DI1_Stop;r0002.E;1;кнопка Стоп;x0000;0;.;
p35;DI2_Deblock;r0002.D;1;кнопка деблокировки аварий;x0000;0;.;
p39;DI6_PwrCont;r0002.9;1;состояние входного контактора;x0000;0;.;
p40;DI7_RefPlus;r0002.8;1;кнопка увеличения задания;x0000;0;.;
p41;DI8_RefMinus;r0002.7;1;кнопка уменьшения задания;x0000;0;.;
p49;DO0_Alarm;r0003.F;1;Сигнал Аварии;x0000;0;.;
p50;DO1_PwrCont;r0003.E;1;включение входного контактора;x0000;0;.;
p54;DO5_Run;r0003.A;1;Работа;x0000;0;.;
p55;DO6_Stop;r0003.9;1;Остановка, готовность;x0001;1;.;
p201;Uref;r0004;0,1;Напряжение задания;x0000;0;V;
p202;Ilim;r0005;1;Ток ограничения;x2000;8192;A;
p203;Uout;r0006;0,01;Выходное напряжение;x03FA;10,18;V;
p204;Iout;r0007;0,1;Выходной ток;x073F;185,5;A;
p205;tRun;r0008;1;Время работы;x07D1;2001;min;
p206;WRun;r0009;0,01;Выработаная мощность;x0000;0;kWh;
p301;Uin;r000A;1;напряжение питающей сети;x0000;0;V;
p302;Ua;r000B;1;напряжение фазы A питающей сети;x0000;0;V;
p303;Ub;r000C;1;напряжение фазы B питающей сети;x0000;0;V;
p304;Uc;r000D;1;напряжение фазы С питающей сети;x0000;0;V;
p305;Iin;r000E;0,1;Потребляемый ток;x024E;59;A;
p306;Ia;r000F;0,1;ток фазы A питающей сети;xC1F0;4964,8;A;
p307;Ib;r0010;0,1;ток фазы B питающей сети;x05F5;152,5;A;
p308;Ic;r0011;0,1;ток фазы С питающей сети;x0000;0;A;
p309;UoutCur;r0012;0,01;мгновенное значение напряжения нагрузки;x0000;0;V;
p310;IoutCur;r0013;0,1;мгновенное значение тока нагрузки;x0000;0;A;
p311;Alpha;r0014;0,1;Угол управления тиристорным преобразователем;x0000;0;grad;
p312;Fin;r0015;0,1;Частота входной сети;x433E;1721,4;Hz;
p313;Iout_full;r0016;0,1;датчик для MTZ;x0000;0;A;
p314;LinkState;r0017;1;ошибка линк-менеджера;x433E;17214;;
;;;;;;;;
Коэффициенты;;;;;;;;
IntegerScale;;1;;;;;;
FracDecScale;;0,1;;;;;;
FracHundScale;;0,01;;;;;;
FracThousScale;;0,001;;;;;;
FracDecThousScale;;0,0001;;;;;;
